CMB31.Poly	CMB9.Poly	Ctrl6.Poly	CX2.Poly	EV12.Poly	CMB8.Poly	Ctrl33.Poly	Ctrl38.Poly	EV26.Poly	EV4.Poly	CX14.Poly	CX39.Poly
Pigyl	252	235	212	195	275	194	233	166	157	156	376	371
Pigz	2	1	0	0	0	0	0	2	0	1	4	5
Pih1d1	2086	1730	1253	1560	1819	1279	1180	1070	1038	1120	1779	1883
Pih1d2	7	5	8	0	3	6	4	10	1	8	6	14
Pik3ap1	2145	1650	2735	1368	1542	1166	2693	1903	1044	1401	2668	3114
Pik3c2a	848	861	1467	1132	1299	683	1235	1123	1108	1217	1125	1768
Pik3c2b	2028	1543	3798	2621	4490	1833	3604	2727	2445	2730	2771	3260
Pik3c2g	0	1	2	0	1	0	0	0	0	0	0	0
Pik3c3	976	748	1055	1002	1113	802	942	786	929	821	1062	1540
Pik3ca	2163	1832	1884	2948	2568	1578	1767	1521	1374	1670	1755	2437
Pik3cb	7	11	59	19	26	10	55	49	33	28	13	14
Pik3cd	5847	4914	5134	5028	5988	3619	3685	3132	3712	3753	7708	8694
Pik3cg	1951	1740	2147	2141	2540	1414	2127	1621	1581	1760	3031	3817
Pik3ip1	125	182	146	201	231	154	100	64	106	108	240	378
Pik3r1	1153	1107	1975	1342	2062	927	2078	1613	1512	1395	1222	1703
Pik3r2	1739	1483	1467	1560	2446	1005	1333	1143	1329	1136	2488	2963
Pik3r3	14	54	46	19	20	16	39	33	15	37	26	43
Pik3r4	995	744	824	798	909	656	769	596	599	570	1213	1428
Pik3r5	565	435	553	390	786	334	559	495	496	460	549	610
Pik3r6	141	105	300	210	298	105	273	169	155	155	263	357
Pikfyve	1178	982	1487	1439	1580	1038	1456	1281	1134	1248	1170	1547
Pilra	10	20	12	11	12	10	9	11	12	9	13	15
Pilrb1	0	0	0	0	0	0	0	0	0	0	0	0
Pilrb2	0	0	0	0	0	0	0	0	0	0	0	0
Pim1	729	648	1109	928	1378	550	918	718	730	764	1051	1253
Pim2	751	773	453	495	718	466	490	410	378	448	788	948
Pim3	1453	1001	920	1143	1458	637	712	661	640	617	3800	4296
Pin1	1800	1541	1253	1429	1795	663	989	693	736	767	3036	3312
Pin1rt1	0	0	0	0	0	2	0	0	0	0	2	1
Pin4	213	198	215	233	224	152	212	208	203	252	158	211
Pinc	0	0	0	0	0	0	1	1	0	0	0	0
Pink1	2069	2013	1338	1459	2300	1121	1137	1086	1406	1245	2305	2884
Pinlyp	56	43	95	61	120	30	109	53	48	53	59	57
Pinx1	871	534	943	918	711	588	777	676	644	606	265	381
Pip4k2a	391	340	530	499	666	340	678	543	485	483	320	427
Pip4k2b	2858	2214	3086	3456	4579	2453	3940	3024	3256	2506	3205	4192
Pip4k2c	489	423	493	563	831	403	614	475	635	531	1313	1540
Pip5k1a	1791	1283	1018	1753	1794	1034	858	740	815	753	2044	2785
Pip5k1b	38	67	33	116	39	53	26	29	19	35	64	82
Pip5k1bos	1	1	0	0	0	0	0	0	0	0	0	0
Pip5k1c	2088	1487	2318	1918	3360	1199	2149	1654	1829	1622	2039	2594
Pip5kl1	0	3	0	0	1	2	2	1	3	1	1	5
Pipox	81	50	95	23	91	40	118	62	74	65	53	56
Pir	0	0	0	0	0	0	0	0	0	0	0	0
Pira2	2	2	1	4	13	1	4	2	2	0	0	1
Pirb	10	7	15	16	31	16	25	18	19	13	0	0
Pirt	0	2	3	1	2	2	4	3	2	1	2	1
Pisd	450	740	279	412	549	288	318	224	325	256	751	898
PISD	394	334	417	337	555	280	382	259	268	277	0	0
Pisd-ps1	122	135	121	132	186	87	104	94	77	105	212	270
Pisd-ps2	147	180	128	128	179	122	90	96	109	110	273	321
Pithd1	1019	1091	1001	1122	1448	642	1221	789	928	866	1329	1623
Pitpna	2512	1959	2497	2806	3352	1882	3233	2528	2357	2072	1890	2573
Pitpnb	1132	1339	1737	1362	1962	865	2383	1621	1672	1172	1129	1637
Pitpnc1	440	378	429	515	496	484	395	400	414	405	680	863
Pitpnm1	2417	1376	1797	1987	2143	1153	1369	1003	1506	1298	3418	4190
Pitpnm2	3209	2284	2119	2300	2871	1374	1904	1477	1812	1517	3056	4025
Pitpnm2os1	9	7	5	8	10	2	4	3	3	3	0	0
Pitpnm2os2	13	5	3	7	8	2	5	2	1	0	0	0
Pitpnm3	3	6	3	0	2	1	3	1	0	1	4	6
Pitrm1	5874	5753	4554	5859	6620	3980	4199	3423	4264	3488	4941	6450
Pitx1	0	0	0	0	0	0	0	0	0	0	0	0
Pitx2	1	2	4	1	2	5	15	9	5	2	2	6
Pitx3	1	0	1	0	0	0	0	0	0	0	0	0
Piwil1	2	1	1	3	1	0	0	0	1	0	0	0
Piwil2	2	1	1	1	3	0	4	5	2	3	5	6
Piwil4	1	0	0	0	1	1	0	0	0	0	0	0
Pja1	862	801	714	791	970	536	580	474	612	544	1204	1387
Pja2	651	454	690	672	696	467	590	457	487	522	520	638
Pkd1	2042	1830	1798	2056	3046	1444	1722	1236	1565	1443	3475	4027
Pkd1l1	3	0	1	0	0	0	0	1	0	0	0	1
Pkd1l2	25	17	12	37	47	42	11	9	17	21	69	77
Pkd1l3	453	326	610	492	900	336	822	544	616	473	428	642
Pkd2	13	10	4	11	10	8	12	15	9	14	26	34
Pkd2l1	1	0	1	0	0	0	0	0	0	0	0	0
Pkd2l2	5	17	19	8	13	7	14	14	11	5	10	35
Pkdcc	0	0	0	0	0	0	2	0	0	0	0	0
Pkdrej	0	0	0	0	0	0	0	0	0	0	1	2
Pkhd1	0	0	1	1	0	0	0	0	0	0	0	0
Pkhd1l1	2	0	1	2	0	0	1	2	2	0	0	0
Pkia	0	0	1	0	15	2	0	0	0	0	0	0
Pkib	94	85	101	110	92	38	60	42	57	53	125	151
Pkig	1877	1729	1590	1238	2468	984	1833	1132	1065	1406	1800	2074
Pklr	0	0	0	0	0	0	0	0	0	0	0	1
Pkm	112035	87094	74103	90420	117850	80443	73375	64401	74697	65850	114577	129498
Pkmyt1	1164	1065	1023	940	1240	368	362	340	349	356	1263	1338
Pkn1	5741	5038	3994	4006	5782	3325	3018	2587	3447	3069	6970	7693
Pkn2	1104	1108	1407	1723	1579	888	1289	1146	946	1197	818	1189
Pkn3	192	175	198	121	190	122	158	156	182	140	314	363
Pknox1	1865	1389	1970	1754	2642	1090	1776	1341	1392	1367	2364	3097
Pknox2	0	0	0	1	0	0	0	0	2	0	0	0
Pkp1	0	0	1	0	0	0	0	0	0	0	1	0
Pkp2	17	17	24	7	19	27	17	25	15	7	33	53
Pkp3	18	5	2	3	8	5	8	0	8	3	8	11
Pkp4	0	0	2	0	0	0	0	0	0	0	0	0
Pla1a	1	0	0	0	0	0	0	0	0	0	0	0
Pla2g10	1	0	0	0	0	0	0	0	0	0	1	0
Pla2g10os	0	0	2	0	0	0	0	0	0	0	0	0
Pla2g12a	576	557	209	335	440	305	255	146	170	191	547	611
Pla2g12b	0	0	1	0	0	0	0	0	0	0	0	0
Pla2g15	884	887	815	939	1074	723	784	625	562	557	1344	1710
Pla2g16	22	3	9	9	10	6	4	7	0	1	2	1
Pla2g1b	0	0	0	0	0	0	1	0	0	0	0	0
Pla2g2a	0	0	0	0	0	0	0	0	0	0	1	0
Pla2g2c	0	0	0	0	0	0	0	0	0	0	0	0
Pla2g2d	9	6	2	3	6	4	5	5	1	8	10	11
Pla2g2e	0	0	0	0	0	0	0	1	0	0	0	0
Pla2g2f	0	0	0	0	1	0	0	0	0	0	0	0
Pla2g3	4	1	1	0	0	0	0	0	0	0	1	3
Pla2g4a	1	0	0	0	0	0	1	0	1	0	0	0
Pla2g4b	6	1	1	3	5	2	0	2	2	4	475	615
Pla2g4c	18	13	17	23	12	14	30	16	9	14	31	39
Pla2g4d	2	0	0	0	0	0	0	0	0	0	0	0
Pla2g4e	1	4	1	2	3	2	0	1	2	4	9	7
Pla2g4f	0	2	0	0	0	0	1	0	0	0	0	0
Pla2g5	0	8	2	1	1	3	3	0	2	0	4	9
Pla2g6	278	207	255	206	380	148	242	194	264	222	492	594
Pla2g7	3	5	88	12	9	11	60	79	21	18	36	34
Pla2r1	2	1	0	1	2	3	1	3	2	2	2	2
Plaa	2684	3316	3681	3532	3700	1994	2610	2739	2678	2870	2016	2763
Plac1	1	0	0	0	0	0	1	0	0	0	0	0
Plac8	2240	2611	1744	2380	2020	1895	1664	1335	1533	1429	6680	7571
Plac8l1	0	0	0	0	0	0	0	2	0	0	0	0
Plac9a	0	0	0	0	0	0	0	0	0	0	0	0
Plac9b	0	0	0	0	0	0	0	0	0	0	0	0
Plag1	2	4	27	4	17	6	42	24	8	33	9	26
Plagl1	0	1	0	0	0	0	0	1	0	0	0	0
Plagl2	1410	1225	2142	2193	3073	1150	2373	1730	2013	1690	1653	2181
Plat	0	0	0	0	0	0	0	1	0	0	0	0
Plau	22	10	22	38	34	14	33	23	29	48	42	51
Plaur	2	4	32	12	61	6	50	31	21	11	4	5
Plb1	2	1	5	3	2	1	1	1	0	2	4	4
Plbd1	0	1	0	2	2	2	0	0	0	0	1	0
Plbd2	970	1107	1065	895	1533	591	992	766	828	636	1144	1382
Plcb1	0	2	2	1	2	0	2	0	2	0	2	2
Plcb2	663	366	322	629	209	190	252	211	134	277	365	484
Plcb3	586	509	789	519	648	353	679	546	419	457	983	1195
Plcb4	1	1	2	1	3	0	0	0	0	0	1	2
Plcd1	0	0	0	0	0	0	1	0	0	0	0	0
Plcd3	6	1	22	26	70	59	26	20	36	130	26	32
Plcd4	17	13	16	5	13	9	9	7	6	7	4	8
Plce1	2	0	0	1	1	0	2	0	0	0	0	0
Plcg1	440	634	211	210	301	182	236	228	156	181	524	748
Plcg2	8746	5723	9957	7542	10906	6141	10632	7584	7226	6699	9036	11221
Plch1	0	0	2	2	0	1	0	0	0	0	2	2
Plch2	2	3	4	1	0	0	0	0	3	1	4	0
Plcl1	8	0	1	4	6	3	10	8	4	3	2	2
Plcl2	1439	1280	1555	1486	1752	985	1279	1043	856	1048	1065	1523
Plcxd1	8	15	15	2	4	7	3	4	6	2	31	48
Plcxd2	238	172	235	285	279	117	208	175	209	185	313	503
Plcxd3	0	0	1	0	0	0	0	0	0	0	0	0
Plcz1	0	0	0	0	0	0	0	0	0	0	0	0
Pld1	31	25	23	27	32	23	24	23	18	14	47	75
Pld2	2	2	5	4	6	3	4	4	3	6	6	11
Pld3	781	649	676	598	768	465	553	534	507	441	577	585
Pld4	127	61	505	160	372	133	509	366	199	297	83	127
Pld5	3	2	1	5	3	2	10	6	2	5	2	4
Pld6	2	2	0	2	0	1	3	2	1	5	13	21
Plec	1370	1433	1169	1960	1911	1387	688	443	849	742	2156	2456
Plek	695	519	176	661	873	356	60	87	708	449	299	459
Plek2	0	2	2	1	4	3	0	1	1	2	0	4
Plekha1	432	353	651	592	732	354	595	465	472	465	496	839
Plekha2	6755	4988	6575	5265	7960	4817	8151	6371	6000	5944	11709	14427
Plekha3	473	426	525	575	792	322	518	341	613	422	460	723
Plekha4	1	1	2	4	8	3	1	0	2	1	0	1
Plekha5	558	421	1149	599	1376	440	1325	1067	995	751	545	778
Plekha6	3	14	27	15	19	15	30	27	16	28	41	51
Plekha7	18	20	40	13	31	19	123	106	63	60	56	105
Plekha8	183	187	471	130	549	130	586	422	386	334	147	237
Plekhb1	0	3	2	2	1	0	0	0	1	0	1	2
Plekhb2	589	451	540	481	562	396	544	509	380	439	739	826
Plekhd1	0	0	0	0	0	0	0	0	0	2	0	0
Plekhd1os	0	0	0	0	0	0	0	0	0	0	0	0
Plekhf1	15	5	48	13	25	6	19	24	22	25	29	44
Plekhf2	587	532	1198	802	1006	474	1069	949	709	747	1018	1591
Plekhg1	19	26	1	5	7	12	1	0	4	5	13	41
Plekhg2	444	441	572	724	760	406	404	300	376	410	963	1182
Plekhg3	963	748	1759	850	1542	670	1532	1237	1222	1141	1478	1903
Plekhg4	4	8	9	8	12	3	8	8	9	4	9	12
Plekhg5	24	3	13	23	24	11	20	6	11	8	12	19
Plekhg6	1	0	0	0	0	0	0	0	0	0	0	0
Plekhh1	164	136	155	157	205	150	157	154	136	117	266	349
Plekhh2	2	0	0	1	0	0	0	2	2	1	2	5
Plekhh3	29	24	83	18	34	10	63	49	17	19	85	120
Plekhj1	1237	1048	798	1078	1365	749	796	687	925	740	1681	1936
Plekhm1	1765	1375	1336	1851	2324	1143	1303	1066	1431	1395	1869	2227
Plekhm2	415	384	297	407	595	335	300	284	270	285	381	472
Plekhm3	298	260	411	386	605	287	412	307	325	321	402	584
Plekhn1	36	25	25	41	55	24	35	18	31	20	32	53
Plekho1	1613	1280	863	1927	1938	1250	822	631	1131	994	1774	2271
Plekho2	903	581	1273	973	2012	670	1482	1000	1403	1196	561	800
Plekhs1	1	0	0	0	0	0	0	0	0	0	0	0
Plet1	1	1	0	0	1	1	1	0	2	0	0	0
Plet1os	0	0	0	0	0	0	0	0	0	0	0	0
Plg	0	0	3	0	0	0	0	0	1	0	0	0
Plgrkt	177	217	233	268	366	179	163	143	210	163	186	306
Plin1	1	0	0	0	0	1	0	0	0	0	0	0
Plin2	312	239	326	193	347	162	255	246	202	205	464	584
Plin3	2	5	5	5	10	7	12	3	3	4	20	19
Plin4	9	2	4	7	1	3	0	1	5	4	14	21
Plin5	1	0	0	1	0	0	1	0	0	0	1	0
Plk-ps1	613	516	559	530	669	362	450	507	375	327	242	275
Plk1	5351	3833	4593	4062	5482	2915	3846	3565	2933	3002	3931	4843
Plk2	157	77	72	148	9	20	13	14	32	138	192	346
Plk3	137	113	178	299	298	92	176	115	185	133	178	219
Plk4	1055	1142	1174	1580	1623	771	1051	938	891	1043	1076	1532
Plk5	0	2	4	1	0	0	0	0	0	0	0	0
Pllp	39	19	5	23	10	29	5	8	7	10	142	119
Pln	0	0	0	0	0	0	0	0	0	0	0	1
Plod1	83	52	184	74	164	91	196	180	106	116	93	156
Plod2	0	1	0	1	0	0	0	0	2	0	0	0
Plod3	1258	834	583	673	771	508	503	457	456	388	1648	2000
Plp1	20	16	14	29	13	8	13	7	8	14	39	45
Plp2	569	433	885	702	1084	616	1548	896	745	711	589	836
Plrg1	2852	2013	1856	2825	2530	1862	1288	1221	1122	1264	3084	3652
Pls1	2	6	2	0	2	9	0	0	3	0	9	3
Pls3	0	0	0	0	0	0	0	0	0	1	0	0
Plscr1	0	0	0	0	0	0	0	0	0	0	0	0
Plscr2	5	2	4	0	11	7	3	0	1	8	12	22
Plscr3	444	227	736	316	782	170	521	537	600	531	1124	1534
Plscr4	0	0	1	0	0	0	0	0	0	0	0	0
Plscr5	0	0	0	0	0	0	0	0	0	0	0	0
Pltp	1	0	18	5	5	7	24	24	8	7	1	4
Plvap	2	1	5	6	1	0	6	3	1	1	6	5
Plxdc1	36	11	190	56	119	31	329	268	79	179	175	163
Plxdc2	0	0	0	0	0	0	0	0	0	0	0	0
Plxna1	5651	5724	9281	6867	15203	4160	8916	6995	8162	5547	9387	11593
Plxna2	20	30	32	27	56	21	21	9	14	10	17	20
Plxna3	308	258	205	375	190	198	181	139	123	150	757	855
Plxna4	0	0	1	1	2	0	0	0	1	1	0	0
Plxna4os1	0	0	0	0	0	0	0	0	0	0	0	0
Plxna4os2	0	0	0	0	0	0	0	0	0	0	0	0
Plxnb1	1	1	1	2	1	0	2	0	0	0	1	1
Plxnb2	9618	7630	9246	9781	12613	7207	9237	6628	7375	6114	14998	18367
Plxnb3	2	0	0	0	1	1	2	0	0	1	2	0
Plxnc1	16	11	79	38	75	3	82	69	44	37	21	31
Plxnd1	31	50	193	32	133	36	355	210	96	120	92	144
Pm20d1	6	4	1	5	6	0	2	1	4	0	0	0
Pm20d2	2	0	0	0	1	0	0	0	0	0	0	0
Pmaip1	96	50	200	129	179	74	112	167	94	87	162	203
Pmch	17	17	30	18	17	13	15	22	22	29	6	10
Pmel	24	26	41	34	39	13	34	34	36	23	30	41
Pmepa1	1	0	0	0	0	0	0	0	0	0	0	0
Pmepa1os	0	0	0	0	0	0	0	0	0	0	0	0
Pmf1	2199	1866	1379	1861	2727	1410	1366	990	1233	1198	2734	3579
Pmfbp1	0	0	0	0	0	0	0	0	0	0	0	0
Pmis2	0	0	0	0	0	0	0	0	0	1	0	0
Pml	1821	1398	2611	2522	3958	1680	2170	1697	2060	2227	1905	2198
Pmm1	1415	1015	716	1165	1397	910	691	600	780	696	1936	2195
Pmm2	698	574	965	801	1180	497	1156	904	837	774	866	1207
Pmp22	0	0	1	0	0	0	0	0	0	0	0	0
Pmpca	4994	3650	3238	3713	4237	3424	4277	3531	3243	2869	4701	5887
Pmpcb	2942	3454	2222	2533	2436	2112	2329	2265	1955	1695	2150	2854
Pms1	325	340	440	491	416	368	360	355	314	403	343	466
Pms2	1451	1081	943	1008	1146	704	866	730	714	738	1337	1840
Pmvk	1487	1625	808	1393	1638	1093	799	794	642	730	1482	1907
Pnck	0	0	0	0	0	0	0	0	3	0	0	0
Pnisr	969	996	1108	1179	1259	771	944	683	761	857	0	0
Pnkd	410	325	251	294	401	326	276	282	183	219	544	658
Pnkp	1067	940	794	830	1028	531	589	537	533	479	1042	1279
Pnldc1	7	0	5	5	4	3	2	1	6	6	15	21
Pnlip	0	0	0	0	0	0	0	0	0	0	0	0
Pnliprp1	1	0	0	0	0	0	0	0	0	0	0	0
Pnliprp2	0	2	0	0	1	0	0	0	0	0	0	0
Pnma1	5	5	2	2	9	3	3	3	3	3	10	12
Pnma2	0	0	0	0	0	0	0	0	0	0	0	0
Pnma3	0	0	0	0	0	0	0	0	0	0	0	0
Pnma5	0	0	0	1	0	0	0	0	0	0	0	0
Pnmal1	0	0	0	0	0	0	0	0	0	0	0	0
Pnmal2	0	0	1	1	0	0	0	1	0	1	0	0
Pnmt	0	0	0	1	0	0	0	0	0	0	0	0
Pnn	2349	2023	2474	2470	2699	1582	2100	1931	1723	1768	1728	2218
Pno1	1495	1330	1445	1337	1584	784	1187	1136	1115	902	1292	1705
Pnoc	0	0	1	1	1	1	0	0	1	0	3	1
Pnp	2383	1868	2547	3535	2445	2625	2629	2289	1929	1746	4528	5099
Pnp2	1162	910	1259	1839	1208	1018	929	759	677	681	1157	1297
Pnpla1	3	7	5	2	5	3	3	2	3	5	7	3
Pnpla1os	2	0	1	0	1	1	6	1	0	2	0	0
Pnpla2	1377	1018	974	1165	1766	852	829	638	1254	844	1551	1838
Pnpla3	1	0	2	1	2	0	0	1	0	0	6	15
Pnpla6	880	703	538	674	840	555	537	441	515	458	1342	1546
Pnpla7	804	656	560	798	852	672	609	406	474	411	1006	1410
Pnpla8	509	507	984	644	901	384	838	858	663	780	510	815
Pnpo	1089	849	918	775	1180	598	796	666	814	605	1147	1481
Pnpt1	2411	2262	2494	2459	2144	1380	1678	1787	1571	1527	2087	2806
Pnrc1	428	609	673	725	1240	345	537	437	730	560	421	622
Pnrc2	751	798	1150	879	1197	571	1225	962	935	1051	749	983
Poc1a	648	478	439	481	588	446	523	409	357	416	1161	1408
Poc1b	415	375	434	574	623	338	608	391	497	383	644	767
Poc5	866	538	808	771	990	416	701	615	556	489	711	984
Podn	5	2	2	3	7	4	14	6	8	8	3	5
Podnl1	1	1	2	0	2	0	0	0	0	1	0	0
Podxl	18	10	7	12	15	14	65	64	28	19	2	8
Podxl2	0	1	1	0	0	4	2	0	1	0	1	0
Pof1b	0	0	0	0	0	0	0	0	0	0	0	0
Pofut1	877	793	924	906	1344	629	1126	881	878	705	1838	2496
Pofut2	300	312	396	412	540	208	523	309	356	275	495	652
Pogk	400	110	171	82	92	214	315	207	140	176	888	1231
Poglut1	709	5	431	141	703	438	244	277	234	358	714	931
Pogz	2276	1801	1547	2549	2822	1487	1315	985	1281	1280	2530	3598
Pola1	3201	3029	3744	3824	3903	2410	2431	2420	2698	2970	2410	3422
Pola2	5169	3858	3455	4488	5560	3695	3015	2409	3552	3151	4451	5313
Polb	679	550	855	841	853	386	885	833	705	688	338	513
Pold1	9193	7002	5727	5054	8359	4693	3529	3202	4547	4250	12487	12834
Pold2	8496	7352	5489	5868	7564	4950	4553	4305	5339	4082	6987	7507
Pold3	1647	1444	2549	2092	2570	1376	2502	1973	1950	1730	1192	1637
Pold4	1478	1229	2326	1597	2408	1196	2347	1503	1397	1695	1238	1478
Poldip2	3569	3073	2295	2852	3736	2516	2628	2149	2477	2014	3638	4422
Poldip3	4493	3057	3667	3737	5110	2897	3591	3018	3477	3255	6355	7717
Pole	5640	5554	4845	5169	6403	4426	4778	3952	4316	4109	4719	6114
Pole2	761	576	755	696	757	490	647	601	510	546	874	1127
Pole3	1150	1068	950	1063	1309	654	1042	805	732	682	1001	1123
Pole4	531	571	796	538	972	337	744	462	513	500	961	1167
Polg	2636	2032	2528	2514	3120	1630	2280	1817	1802	1684	5391	6421
Polg2	146	173	88	116	171	93	108	46	81	83	286	365
Polh	2232	1706	2153	2640	2569	1748	2105	1689	1672	1757	4019	5331
Poli	315	329	308	313	527	245	310	231	369	310	279	380
Polk	239	161	300	334	305	254	308	268	256	312	213	296
Poll	598	546	489	562	1049	386	373	348	408	402	984	1144
Polm	2932	2084	2994	1999	3555	2082	3087	2247	2694	2543	2513	2971
Poln	53	68	32	40	51	45	32	27	28	46	45	81
Polq	1035	808	1228	1342	1313	765	1196	890	834	925	1195	1482
Polr1a	4940	3861	6561	3587	8603	3039	5798	4573	5386	4023	4409	6091
Polr1b	3768	2945	2928	3658	4230	2406	2717	2069	2619	1994	5344	6538
Polr1c	1626	1221	995	1286	1500	922	986	709	963	840	3502	3859
Polr1d	1821	1767	1442	1746	2086	926	1663	1135	1197	1055	2762	4115
Polr1e	1101	793	850	925	1000	644	798	661	678	614	941	1205
Polr2a	7335	6153	6439	5460	8377	4863	4484	3386	4722	4746	8463	11634
Polr2b	6164	7074	5903	5878	5673	4216	4505	3902	4144	4146	4462	5844
Polr2c	1620	1296	1017	1120	1570	881	1289	1006	1098	832	2429	2955
Polr2d	681	592	689	656	849	463	903	647	496	572	1158	1399
Polr2e	4661	4372	3649	5717	6063	2443	2598	1947	2484	1965	2391	3120
Polr2f	968	847	612	783	1235	555	742	446	547	530	1372	1701
Polr2g	1559	1149	1357	1266	1572	1004	1426	1224	1100	1081	2463	3158
Polr2h	1571	1361	1342	1799	1553	1230	1482	1160	1133	1087	2017	2473
Polr2i	254	240	338	329	406	210	293	174	241	251	216	285
Polr2j	2018	1740	1225	1528	1930	1183	1630	1099	1257	1301	1363	1560
Polr2k	331	419	474	464	469	214	303	271	293	364	163	222
Polr2k-ps	0	1	0	3	4	0	2	3	0	1	0	0
Polr2l	192	221	188	242	309	147	332	182	162	187	398	611
Polr2m	881	926	1205	1071	1616	695	1500	1075	1243	1024	1124	1663
Polr3a	1277	906	1110	1043	1277	915	1110	862	911	785	1581	1969
Polr3b	2270	1730	2703	2312	2663	1518	2156	1805	2192	1859	1983	2541
Polr3c	2334	1965	1434	2382	2771	1766	1824	1367	1449	1446	1391	1946
Polr3d	746	528	717	703	936	483	788	544	603	459	782	938
Polr3e	2275	1627	1961	2111	2822	1361	2207	1654	1628	1299	2834	3678
Polr3f	635	507	890	863	878	390	727	595	591	566	595	841
Polr3g	693	670	756	1018	847	584	626	590	667	641	455	557
Polr3gl	501	611	377	603	727	460	329	279	342	349	409	527
Polr3h	3174	2673	1865	2099	3186	1675	1805	1625	1784	1637	3935	4290
Polr3k	558	444	569	671	754	344	514	373	460	438	1186	1390
Polrmt	2302	1782	1657	1557	1920	1144	1260	1070	1061	970	2751	3154
Pom121	6965	5690	4521	5431	7592	3113	4103	2655	4068	3339	7071	9098
Pom121l2	2	0	0	0	0	0	0	0	0	0	0	0
Pomc	4	4	3	1	6	4	1	2	0	8	6	8
Pomgnt1	496	530	379	435	704	280	442	262	393	302	899	1135
Pomgnt2	3	1	0	1	3	0	0	3	0	1	0	0
Pomk	273	230	279	309	521	229	481	287	313	243	0	0
Pomp	2980	2713	2057	2549	2487	1360	1797	1634	1668	1573	3693	5149
Pomt1	1928	1350	1953	1105	2099	965	2051	1604	1475	1267	1907	2507
Pomt2	646	549	552	604	686	485	592	420	443	432	938	1132
Pon1	0	0	0	0	0	0	0	0	0	0	0	0
Pon2	631	601	1610	984	1543	521	1655	1423	1193	1027	400	507
Pon3	46	23	173	8	79	19	115	153	61	73	13	20
Pop1	2288	1664	1437	1817	1779	1608	1377	1171	1134	1164	2329	2957
Pop4	1087	976	1237	1379	1459	819	1515	1601	1053	1146	704	1065
Pop5	648	702	466	626	782	378	615	379	437	425	1333	1857
Pop7	693	460	322	379	503	199	279	216	262	236	1599	2169
Popdc2	3	0	0	0	2	5	0	0	0	0	3	0
Popdc3	1	0	0	1	1	0	2	0	1	1	6	7
Por	1545	1272	1072	1071	1482	732	1098	849	860	706	1635	1991
Porcn	2	2	1	0	1	4	1	3	1	1	1	1
Postn	0	1	0	2	0	0	0	0	0	0	0	0
Pot1a	677	750	1132	706	1238	553	1087	953	976	895	987	1386
Pot1b	198	189	287	261	292	137	254	215	209	242	240	382
Poteg	0	0	0	0	0	0	0	1	0	0	0	0
Pou1f1	19	14	11	18	23	15	17	14	25	9	9	26
Pou2af1	20142	15127	18007	19260	23977	12333	15199	11884	14990	14560	18311	21972
Pou2f1	2483	1841	2864	2413	3222	1581	2447	2080	2500	2419	1943	2803
Pou2f2	1344	974	1880	1466	2893	850	1621	1327	1470	1353	794	955
Pou2f3	0	2	0	0	0	0	0	0	0	0	0	0
Pou2f3-rs1	0	0	1	0	0	0	0	1	0	0	0	0
Pou3f1	0	0	0	1	2	1	0	0	0	0	2	6
Pou3f2	1	2	6	2	4	3	0	3	6	4	0	3
Pou3f3	3	2	4	1	2	1	2	0	1	0	0	0
Pou3f4	2	2	4	0	1	1	6	2	6	1	0	0
Pou4f1	29	8	19	31	13	12	15	28	6	16	22	29
Pou4f2	0	0	0	0	0	0	0	0	0	0	0	0
Pou4f3	1	0	0	0	0	0	0	0	0	0	0	0
Pou5f1	0	0	0	0	0	0	0	3	0	0	1	7
Pou5f2	8	4	9	2	5	8	4	3	3	4	11	23
Pou6f1	0	1	6	5	6	5	11	6	10	8	9	15
Pou6f2	0	0	0	0	0	0	0	0	0	0	0	0
Pp2d1	0	0	0	0	1	1	0	7	0	6	14	12
Ppa1	3800	2910	3014	3793	3550	2613	3182	2845	2871	2489	3164	3832
Ppa2	1085	1181	876	1348	1343	1048	778	675	793	793	829	1195
Ppan	5995	4405	4589	5423	6268	2479	3062	2432	3119	2717	5274	6672
Ppap2a	10	23	7	14	19	3	5	8	11	2	29	40
Ppap2b	47	71	150	101	165	60	116	111	81	87	89	105
Ppap2c	213	243	339	262	343	163	291	215	240	235	625	882
Ppapdc1b	57	63	29	36	45	43	24	17	20	24	62	65
Ppapdc2	198	187	212	196	323	133	229	166	206	172	233	300
Ppapdc3	0	8	2	0	3	3	7	2	0	0	9	12
Ppara	1	0	0	0	0	0	0	0	2	0	0	0
Ppard	477	469	425	512	874	412	468	312	347	338	789	942
Pparg	0	0	0	0	0	0	0	0	0	0	0	0
Ppargc1a	0	0	4	1	1	0	2	0	2	0	0	0
Ppargc1b	448	367	471	461	704	281	308	243	350	298	365	490
Ppat	5698	5998	5803	5565	6240	3341	4183	3901	4368	3961	4305	5502
Ppbp	0	2	0	0	0	0	0	0	0	0	0	0
Ppcdc	135	151	108	147	266	110	216	126	166	127	389	472
Ppcs	191	191	140	153	238	107	93	83	92	73	261	302
Ppdpf	438	399	574	583	853	356	428	316	438	383	667	804
Ppef1	0	0	0	0	0	0	0	0	0	0	0	0
Ppef2	2	6	8	3	4	3	4	4	7	3	3	2
Ppfia1	2246	1603	2015	1919	2295	1478	2436	1786	1675	1558	1887	2381
Ppfia2	1	0	1	0	0	0	0	1	0	0	1	0
Ppfia3	4	4	5	5	4	0	5	1	3	2	8	7
